IfcSolarDevice	Pr_70_75_72_80	{'name': 'equivalent_classification'}
IfcSolarDevice	Pr_80_77_27_80	{'name': 'equivalent_classification'}
IfcTransformer	Pr_65_72_27_75	{'name': 'equivalent_classification'}
IfcTransformer	Pr_65_72_43_41	{'name': 'equivalent_classification'}
IfcTransformer	Pr_70_70_47_27	{'name': 'equivalent_classification'}
IfcTransformer	Pr_70_75_36_43	{'name': 'equivalent_classification'}
IfcTransformer	Pr_80_51_51_19	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_65_70_46_01	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_07	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_20	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_25	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_37	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_73	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_75	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_76	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_84	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_88	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_91	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_92	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_93	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_70_65_04_94	{'name': 'equivalent_classification'}
IfcAirTerminal	Pr_80_77_28_88	{'name': 'equivalent_classification'}
IfcAirTerminalBox	Pr_65_65_24_93	{'name': 'equivalent_classification'}
IfcAirTerminalBox	Pr_70_65_04_04	{'name': 'equivalent_classification'}
IfcAirTerminalBox	Pr_70_65_04_32	{'name': 'equivalent_classification'}
IfcAirToAirHeatRecovery	Pr_30_59_94_06	{'name': 'equivalent_classification'}
IfcAirToAirHeatRecovery	Pr_30_59_94_31	{'name': 'equivalent_classification'}
IfcAirToAirHeatRecovery	Pr_70_60_36_37	{'name': 'equivalent_classification'}
IfcAirToAirHeatRecovery	Pr_70_60_37_02	{'name': 'equivalent_classification'}
IfcAirToAirHeatRecovery	Pr_70_60_37_52	{'name': 'equivalent_classification'}
IfcAirToAirHeatRecovery	Pr_70_60_37_78	{'name': 'equivalent_classification'}
IfcAirToAirHeatRecovery	Pr_70_60_37_94	{'name': 'equivalent_classification'}
IfcBoiler	Pr_40_70_17_42	{'name': 'equivalent_classification'}
IfcBoiler	Pr_40_70_24_45	{'name': 'equivalent_classification'}
IfcBurner	Pr_70_50_71_42	{'name': 'equivalent_classification'}
IfcBurner	Pr_70_60_36_97	{'name': 'equivalent_classification'}
IfcChiller	Pr_40_70_23_24	{'name': 'equivalent_classification'}
IfcCoil	Pr_70_65_03_29	{'name': 'equivalent_classification'}
IfcCompressor	Pr_65_67_16_02	{'name': 'equivalent_classification'}
IfcCompressor	Pr_65_67_16_50	{'name': 'equivalent_classification'}
IfcCondenser	Pr_65_53_86_17	{'name': 'equivalent_classification'}
IfcCondenser	Pr_65_55_84	{'name': 'equivalent_classification'}
IfcCondenser	Pr_65_55_85	{'name': 'equivalent_classification'}
IfcCondenser	Pr_70_65_03_02	{'name': 'equivalent_classification'}
IfcCooledBeam	Pr_70_60_14_02	{'name': 'equivalent_classification'}
IfcCooledBeam	Pr_70_60_14_47	{'name': 'equivalent_classification'}
IfcCooledBeam	Pr_70_60_14_53	{'name': 'equivalent_classification'}
IfcCooledBeam	Pr_70_60_14_55	{'name': 'equivalent_classification'}
IfcCooledBeam	Pr_70_60_14_60	{'name': 'equivalent_classification'}
IfcDamper	Pr_20_29_10_21	{'name': 'equivalent_classification'}
IfcDamper	Pr_20_76_70_67	{'name': 'equivalent_classification'}
IfcDamper	Pr_20_85_46_21	{'name': 'equivalent_classification'}
IfcDamper	Pr_30_36_59_23	{'name': 'equivalent_classification'}
IfcDamper	Pr_65_65_24	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_13	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_14	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_23	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_28	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_30	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_31	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_34	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_64	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_71	{'name': 'equivalent_classification'}
IfcDuctFitting	Pr_65_65_25_72	{'name': 'equivalent_classification'}
IfcEvaporativeCooler	Pr_65_67_39_28	{'name': 'equivalent_classification'}
IfcEvaporativeCooler	Pr_70_65_03_25	{'name': 'equivalent_classification'}
IfcFan	Pr_65_67_29	{'name': 'equivalent_classification'}
IfcFan	Pr_65_67_29_09	{'name': 'equivalent_classification'}
IfcFan	Pr_65_67_29_44	{'name': 'equivalent_classification'}
IfcFan	Pr_65_67_29_52	{'name': 'equivalent_classification'}
IfcFan	Pr_65_67_29_62	{'name': 'equivalent_classification'}
IfcFan	Pr_65_67_29_67	{'name': 'equivalent_classification'}
IfcFilter	Pr_65_57	{'name': 'equivalent_classification'}
IfcFilter	Pr_65_57_02_20	{'name': 'equivalent_classification'}
IfcFilter	Pr_65_57_02_29	{'name': 'equivalent_classification'}
IfcFilter	Pr_65_57_85_06	{'name': 'equivalent_classification'}
IfcFilter	Pr_65_57_95_07	{'name': 'equivalent_classification'}
IfcFilter	Pr_65_57_95_22	{'name': 'equivalent_classification'}
IfcFilter	Pr_65_57_95_76	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_65_54_95_30	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_65_54_95_50	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_15	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_21	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_27	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_50	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_55	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_59	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_66	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_73	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_85	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_88	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_92	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_94	{'name': 'equivalent_classification'}
IfcFlowMeter	Pr_80_51_46_96	{'name': 'equivalent_classification'}
IfcHeatExchanger	Pr_70_60_36_29	{'name': 'equivalent_classification'}
IfcHeatExchanger	Pr_70_60_36_52	{'name': 'equivalent_classification'}
IfcHeatExchanger	Pr_70_60_36_88	{'name': 'equivalent_classification'}
IfcHeatExchanger	Pr_70_60_37_34	{'name': 'equivalent_classification'}
IfcHumidifier	Pr_65_67_39	{'name': 'equivalent_classification'}
IfcHumidifier	Pr_65_67_39_84	{'name': 'equivalent_classification'}
IfcMedicalDevice	Pr_40_30_20_58	{'name': 'equivalent_classification'}
IfcMedicalDevice	Pr_40_30_75_51	{'name': 'equivalent_classification'}
IfcMedicalDevice	Pr_40_50_53_51	{'name': 'equivalent_classification'}
IfcMedicalDevice	Pr_40_50_84_51	{'name': 'equivalent_classification'}
IfcMedicalDevice	Pr_40_70_51	{'name': 'equivalent_classification'}
IfcMedicalDevice	Pr_70_75_15_35	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_40_20_87	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_40_20_87_75	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_40_30	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_40_30_50	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_40_30_83	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_04	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_11	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_19	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_21	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_30	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_31	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_32	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_80	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_81	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_03_99	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_07	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_07_02	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_07_03	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_07_25	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_07_27	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_07_58	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_62_62	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_18	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_22	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_23	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_25	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_33	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_46	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_60	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_62	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_63	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_70	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_79	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_83	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_52_63_84	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_65_25_69	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_70_11_90	{'name': 'equivalent_classification'}
IfcPipeFitting	Pr_65_80_65_66	{'name': 'equivalent_classification'}
IfcPipeSegment	Pr_20_29_14_16	{'name': 'equivalent_classification'}
IfcPipeSegment	Pr_20_29_14_24	{'name': 'equivalent_classification'}
IfcPipeSegment	Pr_20_85_34_34	{'name': 'equivalent_classification'}
IfcPipeSegment	Pr_70_55_42_46	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_24	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_24_81	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_65	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_86	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_86_11	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_86_66	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_86_78	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_86_94	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_96	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_96_02	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_96_27	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_96_44	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_96_63	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_96_66	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_96_70	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_96_75	{'name': 'equivalent_classification'}
IfcPump	Pr_65_53_96_80	{'name': 'equivalent_classification'}
IfcPump	Pr_70_55_76_62	{'name': 'equivalent_classification'}
IfcPump	Pr_70_60_37	{'name': 'equivalent_classification'}
IfcSpaceHeater	Pr_70_60	{'name': 'equivalent_classification'}
IfcSpaceHeater	Pr_70_60_36_06	{'name': 'equivalent_classification'}
IfcSpaceHeater	Pr_70_60_36_08	{'name': 'equivalent_classification'}
IfcSpaceHeater	Pr_70_60_36_33	{'name': 'equivalent_classification'}
IfcSpaceHeater	Pr_70_60_36_70	{'name': 'equivalent_classification'}
IfcSpaceHeater	Pr_70_60_36_74	{'name': 'equivalent_classification'}
IfcSpaceHeater	Pr_70_60_36_80	{'name': 'equivalent_classification'}
IfcSpaceHeater	Pr_70_60_36_93	{'name': 'equivalent_classification'}
IfcSpaceHeater	Pr_70_60_82	{'name': 'equivalent_classification'}
IfcTank	Pr_30_59_12_23	{'name': 'equivalent_classification'}
IfcTank	Pr_40_70_46_48	{'name': 'equivalent_classification'}
IfcTubeBundle	Pr_20_93_92_10	{'name': 'equivalent_classification'}
IfcTubeBundle	Pr_65_72_59_73	{'name': 'equivalent_classification'}
IfcTubeBundle	Pr_65_72_60_25	{'name': 'equivalent_classification'}
IfcValve	Pr_40_10_57_93	{'name': 'equivalent_classification'}
IfcValve	Pr_40_10_57_94	{'name': 'equivalent_classification'}
IfcValve	Pr_40_20_87_31	{'name': 'equivalent_classification'}
IfcValve	Pr_40_20_87_35	{'name': 'equivalent_classification'}
IfcValve	Pr_40_20_87_43	{'name': 'equivalent_classification'}
IfcValve	Pr_40_20_87_49	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_24	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_30_22	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_33_30	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_33_38	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_40	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_40_02	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_40_13	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_40_16	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_40_44	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_60_20	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_85	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_85_77	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_85_79	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_93	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_93_06	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_93_94	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_94_84	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_94_87	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_95	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_95_10	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_95_25	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_95_28	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_95_31	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_95_33	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_95_53	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_95_64	{'name': 'equivalent_classification'}
IfcValve	Pr_65_54_95_96	{'name': 'equivalent_classification'}
IfcProcess	Pr_40_70_66	{'name': 'equivalent_classification'}
IfcProduct	Pr_20_85_65	{'name': 'equivalent_classification'}
IfcProduct	Pr_25	{'name': 'equivalent_classification'}
IfcProduct	Pr_80_51_70	{'name': 'equivalent_classification'}
IfcMaterial	Pr_20_31_86_61	{'name': 'equivalent_classification'}
IfcMaterial	Pr_25_57_90_15	{'name': 'equivalent_classification'}
IfcMaterial	Pr_25_57_90_29	{'name': 'equivalent_classification'}
IfcMaterial	Pr_25_57_90_63	{'name': 'equivalent_classification'}
IfcMaterial	Pr_25_71_43_62	{'name': 'equivalent_classification'}
IfcMaterial	Pr_25_71_63_60	{'name': 'equivalent_classification'}
IfcFireSuppressionTerminal	Pr_65_54_30_12	{'name': 'equivalent_classification'}
IfcFireSuppressionTerminal	Pr_65_54_30_33	{'name': 'equivalent_classification'}
IfcFireSuppressionTerminal	Pr_65_54_30_34	{'name': 'equivalent_classification'}
IfcFireSuppressionTerminal	Pr_65_54_30_36	{'name': 'equivalent_classification'}
IfcFireSuppressionTerminal	Pr_65_54_30_57	{'name': 'equivalent_classification'}
IfcFireSuppressionTerminal	Pr_65_54_30_96	{'name': 'equivalent_classification'}
IfcInterceptor	Pr_65_52_25_72	{'name': 'equivalent_classification'}
IfcSanitaryTerminal	Pr_40_20	{'name': 'equivalent_classification'}
IfcSanitaryTerminal	Pr_40_20_60	{'name': 'equivalent_classification'}
IfcSanitaryTerminal	Pr_40_20_76	{'name': 'equivalent_classification'}
IfcSanitaryTerminal	Pr_40_20_93_37	{'name': 'equivalent_classification'}
IfcSanitaryTerminal	Pr_40_50_07_76	{'name': 'equivalent_classification'}
IfcSanitaryTerminal	Pr_40_50_51_75	{'name': 'equivalent_classification'}
IfcSanitaryTerminal	Pr_70_55_76_66	{'name': 'equivalent_classification'}
IfcWasteTerminal	Pr_40_50_07_58	{'name': 'equivalent_classification'}
IfcWasteTerminal	Pr_40_50_07_77	{'name': 'equivalent_classification'}
IfcWasteTerminal	Pr_40_50_07_96	{'name': 'equivalent_classification'}
IfcWasteTerminal	Pr_70_50_85_24	{'name': 'equivalent_classification'}
IfcWasteTerminal	Pr_70_50_85_65	{'name': 'equivalent_classification'}
IfcConveyorSegment	Pr_65_80_10	{'name': 'equivalent_classification'}
IfcConveyorSegment	Pr_65_80_96_24	{'name': 'equivalent_classification'}
IfcLiquidTerminal	Pr_65_52_22_47	{'name': 'equivalent_classification'}
IfcLiquidTerminal	Pr_70_55	{'name': 'equivalent_classification'}
IfcMooringDevice	Pr_40_70_55	{'name': 'equivalent_classification'}
IfcMooringDevice	Pr_40_70_55_50	{'name': 'equivalent_classification'}
IfcMooringDevice	Pr_40_70_55_52	{'name': 'equivalent_classification'}
IfcMooringDevice	Pr_40_70_55_95	{'name': 'equivalent_classification'}
IfcNavigationElement	Pr_40_10_90_56	{'name': 'equivalent_classification'}
IfcBridge	Pr_20_85_18_14	{'name': 'equivalent_classification'}
IfcBridge	Pr_20_85_18_85	{'name': 'equivalent_classification'}
IfcBridge	Pr_30_59_60	{'name': 'equivalent_classification'}
IfcBridge	Pr_30_59_60_03	{'name': 'equivalent_classification'}
IfcBridge	Pr_30_59_60_15	{'name': 'equivalent_classification'}
IfcBridge	Pr_65_72_60_08	{'name': 'equivalent_classification'}
IfcBridge	Pr_65_80_23_06	{'name': 'equivalent_classification'}
IfcBuilding	Pr_20_65	{'name': 'equivalent_classification'}
IfcBuilding	Pr_25_57_10_09	{'name': 'equivalent_classification'}
IfcBuiltSystem	Pr_30_36_33	{'name': 'equivalent_classification'}
IfcElementAssembly	Pr_20_85_70_54	{'name': 'equivalent_classification'}
IfcFeatureElementAddition	Pr_20_31_01	{'name': 'equivalent_classification'}
IfcGrid	Pr_65_72_97_34	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_20_76_08	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_20_76_08_52	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_20_76_08_53	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_20_76_08_74	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_20_76_70_27	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_25_71_57_06	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_30_59_59_15	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_40_70_75_29	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_65_70_26	{'name': 'equivalent_classification'}
IfcImpactProtectionDevice	Pr_65_72_27_48	{'name': 'equivalent_classification'}
IfcOpeningElement	Pr_30_59	{'name': 'equivalent_classification'}
IfcSpace	Pr_20_85_32_82	{'name': 'equivalent_classification'}
IfcSpace	Pr_40_30_85_80	{'name': 'equivalent_classification'}
IfcVehicle	Pr_65_80_47_94	{'name': 'equivalent_classification'}
IfcVibrationDamper	Pr_20_85_76_76	{'name': 'equivalent_classification'}
IfcVibrationDamper	Pr_80_77_94	{'name': 'equivalent_classification'}
IfcVibrationDamper	Pr_80_77_94_30	{'name': 'equivalent_classification'}
IfcRail	Pr_20_29_70_09	{'name': 'equivalent_classification'}
IfcRail	Pr_20_29_70_68	{'name': 'equivalent_classification'}
IfcRail	Pr_20_29_70_70	{'name': 'equivalent_classification'}
IfcRail	Pr_20_29_70_87	{'name': 'equivalent_classification'}
IfcRail	Pr_20_76_70_09	{'name': 'equivalent_classification'}
IfcRail	Pr_20_76_70_71	{'name': 'equivalent_classification'}
IfcRail	Pr_20_85_07_20	{'name': 'equivalent_classification'}
IfcRail	Pr_20_85_70_08	{'name': 'equivalent_classification'}
IfcRail	Pr_20_85_70_65	{'name': 'equivalent_classification'}
IfcRail	Pr_20_85_70_70	{'name': 'equivalent_classification'}
IfcRail	Pr_20_85_71	{'name': 'equivalent_classification'}
IfcRail	Pr_20_85_72	{'name': 'equivalent_classification'}
IfcRail	Pr_20_85_72_77	{'name': 'equivalent_classification'}
IfcRail	Pr_30_59_34_41	{'name': 'equivalent_classification'}
IfcRail	Pr_40_30_80_81	{'name': 'equivalent_classification'}
IfcRail	Pr_65_70_16	{'name': 'equivalent_classification'}
IfcRail	Pr_65_70_16_18	{'name': 'equivalent_classification'}
