UNICLASS,PRICE_NEW
Pr_40_10_57_78,11.75
Pr_40_10_57_80,17.133333333333336
Pr_40_10_57_91,17.95
Pr_40_10_77,14.95
Pr_40_10_77_04,112.4875
Pr_40_10_77_06,8.886363636363637
Pr_40_10_77_08,3.7
Pr_40_10_77_36,9.95
Pr_40_10_77_87,11.975
Pr_40_10_77_88,22.616666666666664
Pr_40_10_77_96,40.725
Pr_40_10_77_98,2.5
Pr_40_10_90_10,200.475
Pr_40_10_96_96,13.5
Pr_40_10_96_98,9.450000000000001
Pr_40_20_06_02,91.975
Pr_40_20_06_11,24.6
Pr_40_20_60_02,119.0
Pr_40_20_76,59.95
Pr_40_20_76_02,149.95
Pr_40_20_76_89,22.15
Pr_40_20_76_92,145.46666666666667
Pr_40_20_87_07,15.5
Pr_40_20_87_33,30.7
Pr_40_20_87_87,59.95
Pr_40_20_87_93,9.95
Pr_40_20_87_95,23.75
Pr_40_20_93_87,129.95
Pr_40_20_93_92,499.95
Pr_40_20_96_63,2.3
Pr_40_20_96_99,5.225
Pr_40_30_04,28.905
Pr_40_30_04_07,22.2
Pr_40_30_04_08,24.950000000000003
Pr_40_30_04_09,17.35
Pr_40_30_04_15,19.95
Pr_40_30_04_24,5.6875
Pr_40_30_04_25,11.291666666666666
Pr_40_30_04_41,29.95
Pr_40_30_04_50,42.78333333333333
Pr_40_30_20_20,39.95
Pr_40_30_20_59,17.95
Pr_40_30_20_67,69.95
Pr_40_30_20_86,20.95
Pr_40_30_20_97,7.5
Pr_40_30_21,442.25
Pr_40_30_21_02,23.950000000000003
Pr_40_30_21_13,449.0
Pr_40_30_22_02,69.0
Pr_40_30_22_11,6.35
Pr_40_30_22_31,9.95
Pr_40_30_22_34,8.5
Pr_40_30_22_56,41.642857142857146
Pr_40_30_22_64,24.95
Pr_40_30_22_80,4.475
Pr_40_30_22_92,35.0
Pr_40_30_25_03,6.961666666666666
Pr_40_30_25_24,11.95
Pr_40_30_25_50,97.225
Pr_40_30_25_71,579.0
Pr_40_30_26_63,34.27307692307692
Pr_40_30_28_34,58.653999999999996
Pr_40_30_29_61,39.95
Pr_40_30_29_83,59.95
Pr_40_30_30_32,27.950000000000003
Pr_40_30_31,99.95
Pr_40_30_31_96,159.95
Pr_40_30_50_48,14.5
Pr_40_30_50_62,29.95
Pr_40_30_53,9.5
Pr_40_30_53_59,2.95
Pr_40_30_53_70,3.55
Pr_40_30_53_73,32.95
Pr_40_30_55,32.0
Pr_40_30_55_35,24.95
Pr_40_30_55_90,8.5
Pr_40_30_61,4.75
Pr_40_30_61_42,7.45
Pr_40_30_61_60,299.95
Pr_40_30_61_62,4.9
Pr_40_30_61_88,9.508333333333333
Pr_40_30_66,6.5
Pr_40_30_66_22,3.9000000000000004
Pr_40_30_66_74,47.0
Pr_40_30_71,9.866666666666665
Pr_40_30_71_01,67.27515625
Pr_40_30_71_03,6.5
Pr_40_30_71_07,1.0
Pr_40_30_71_51,29.216666666666665
Pr_40_30_71_56,39.9525
Pr_40_30_75_16,2.95
Pr_40_30_75_30,26.191666666666666
Pr_40_30_75_36,28.5
Pr_40_30_78,195.0
Pr_40_30_78_13,32.13333333333333
Pr_40_30_78_77,267.48
Pr_40_30_80_80,21.95
Pr_40_30_80_83,89.95
Pr_40_30_83_37,3.0
Pr_40_30_84_74,89.95
Pr_40_30_85_04,49.95
Pr_40_30_85_34,2.25
Pr_40_30_86,164.0
Pr_40_30_87_07,54.725
Pr_40_30_87_25,29.372222222222224
Pr_40_30_87_40,119.0
Pr_40_50_05,79.95
Pr_40_50_05_02,119.95
Pr_40_50_05_13,25.98
Pr_40_50_05_14,299.0
Pr_40_50_05_27,18.65
Pr_40_50_05_29,39.833333333333336
Pr_40_50_05_33,25.245588235294118
Pr_40_50_05_55,104.82760563380282
Pr_40_50_05_60,13.95
Pr_40_50_05_66,10.5
Pr_40_50_05_77,20.983333333333334
Pr_40_50_05_84,4.5
Pr_40_50_05_85,172.65
Pr_40_50_05_87,89.95
Pr_40_50_05_95,7.95
Pr_40_50_05_97,4.95
Pr_40_50_06_11,114.66666666666667
Pr_40_50_06_16,15.5
Pr_40_50_06_22,51.85606060606061
Pr_40_50_06_32,117.96785714285714
Pr_40_50_07,249.95
Pr_40_50_07_04,35.85
Pr_40_50_07_47,81.39999999999999
Pr_40_50_07_57,1.0
Pr_40_50_07_78,89.85000000000001
Pr_40_50_07_83,18.133333333333333
Pr_40_50_12_06,629.0
Pr_40_50_12_29,113.0
Pr_40_50_12_32,8.25
Pr_40_50_12_64,259.95
Pr_40_50_12_67,12.0
Pr_40_50_12_76,4.571428571428571
Pr_40_50_12_90,22.95
Pr_40_50_13_86,82.82777777777778
Pr_40_50_21_14,9.8125
Pr_40_50_21_16,24.95
Pr_40_50_21_32,64.95
Pr_40_50_21_49,7.35
Pr_40_50_21_96,21.5
Pr_40_50_28_47,30.57222222222222
Pr_40_50_28_64,26.95
Pr_40_50_31_71,16.45
Pr_40_50_33,127.30167999999999
Pr_40_50_33_33,34.056666666666665
Pr_40_50_33_34,164.0
Pr_40_50_51_06,119.95
Pr_40_50_51_08,63.2
Pr_40_50_51_15,99.95
Pr_40_50_81,14.5
Pr_40_50_81_09,23.8375
Pr_40_50_81_20,27.95
Pr_40_50_81_25,49.9
Pr_40_50_81_29,6.195454545454544
Pr_40_50_81_73,22.725
Pr_40_50_81_74,114.95
Pr_40_50_81_86,64.75
Pr_40_50_81_91,33.95
Pr_40_50_81_94,29.95
Pr_40_50_83,32.95
Pr_40_50_83_28,269.95
Pr_40_50_90_15,345.1
Pr_40_50_96_11,69.95
Pr_40_70,125.27857142857144
Pr_40_70_13,16.95
Pr_40_70_13_60,147.64374999999998
Pr_40_70_17,5.35
Pr_40_70_17_18,599.0
Pr_40_70_17_24,299.0
Pr_40_70_17_25,309.6666666666667
Pr_40_70_17_35,19.95
Pr_40_70_17_39,499.0
Pr_40_70_17_40,1.0
Pr_40_70_18_15,6.324999999999999
Pr_40_70_18_17,4.6499999999999995
Pr_40_70_22_06,2.95
Pr_40_70_22_16,389.0
Pr_40_70_22_28,14.95
Pr_40_70_22_37,165.15
Pr_40_70_22_63,31.983333333333334
Pr_40_70_22_80,19.95
Pr_40_70_22_92,51.45
Pr_40_70_23_31,96.73333333333333
Pr_40_70_23_35,614.0
Pr_40_70_23_36,16.37
Pr_40_70_23_40,31.85263157894737
Pr_40_70_23_52,299.0
Pr_40_70_23_53,102.45
Pr_40_70_24,6.95
Pr_40_70_24_07,144.4625
Pr_40_70_24_09,470.96999999999997
Pr_40_70_24_25,1.0
Pr_40_70_24_26,127.455
Pr_40_70_24_33,467.61538461538464
Pr_40_70_24_45,14.55
Pr_40_70_24_81,251.95666666666665
Pr_40_70_25,42.95
Pr_40_70_27,133.95999999999998
Pr_40_70_31_06,169.0
Pr_40_70_31_69,24.95
Pr_40_70_35,509.0
Pr_40_70_35_15,1.5499999999999998
Pr_40_70_35_27,11.95
Pr_40_70_35_50,10.725
Pr_40_70_35_84,5.2
Pr_40_70_50_32,43.925
Pr_40_70_51_04,5.95
Pr_40_70_51_10,41.449999999999996
Pr_40_70_51_22,31.28125
Pr_40_70_51_30,6.95
Pr_40_70_51_46,65.6
Pr_40_70_51_68,9.0
Pr_40_70_51_94,30.950000000000003
Pr_40_70_55,20.45
Pr_40_70_55_29,294.95
Pr_40_70_55_50,7.75
Pr_40_70_62,6.95
Pr_40_70_63,5.0
Pr_40_70_63_04,14.95
Pr_40_70_63_28,9.86095238095238
Pr_40_70_65_17,26.4
Pr_40_70_65_30,14.2
Pr_40_70_65_31,13.95
Pr_40_70_65_45,6.475
Pr_40_70_65_94,11.299999999999999
Pr_40_70_67_29,144.95
Pr_40_70_67_52,5.225
Pr_40_70_67_63,580.485
Pr_40_70_71_04,12.95
Pr_40_70_71_87,3.525
Pr_40_70_73_09,69.95
Pr_40_70_73_75,5.95
Pr_40_70_73_96,89.75
Pr_40_70_73_97,51.725
Pr_40_70_73_98,169.95
Pr_40_70_75,21.475
Pr_40_70_75_33,9.459090909090909
Pr_40_70_75_37,66.33333333333333
Pr_40_70_75_55,22.950000000000003
Pr_40_70_75_66,4.5
Pr_40_70_75_77,19.133333333333333
Pr_40_70_75_85,99.95
Pr_40_70_75_97,14.95
Pr_40_70_84_04,17.5
Pr_40_70_84_27,197.365
Pr_40_70_84_65,29.95
Pr_40_70_86,74.0
Pr_40_70_86_02,309.10714285714283
Pr_40_70_86_98,6.5
Pr_40_70_96,249.95
Pr_40_70_99,41.39533333333333
Pr_45,233.5
Pr_45_28,47.625
Pr_45_28_05,11.95
Pr_45_28_30_46,112.66
Pr_45_28_30_65,19.95
Pr_45_28_65_30,19.933333333333334
Pr_45_30,18.099999999999998
Pr_45_30_04,6.45
Pr_45_30_04_02,16.55
Pr_45_30_04_66,9.45
Pr_45_30_10,5.95
Pr_45_30_10_10,51.21666666666667
Pr_45_30_10_15,79.35555555555555
Pr_45_30_10_63,43.949999999999996
Pr_45_30_36,33.28333333333334
Pr_45_30_36_02,2.5
Pr_45_30_36_03,15.283333333333331
Pr_45_30_36_04,76.33250000000001
Pr_45_30_36_05,19.95
Pr_45_30_36_06,21.225
Pr_45_30_36_11,5.133333333333334
Pr_45_30_36_14,9.941666666666666
Pr_45_30_76,3.95
Pr_45_30_76_29,15.2
Pr_45_30_76_32,30.98125
Pr_45_30_76_39,35.95
Pr_45_30_76_94,13.45
Pr_45_30_80,95.21249999999999
Pr_45_30_80_06,9.95
Pr_45_30_80_08,139.48
Pr_45_30_80_10,4.95
Pr_45_30_80_12,9.95
Pr_45_30_80_14,32.16875
Pr_45_30_80_15,12.462499999999999
Pr_45_30_80_18,33.13676470588236
Pr_45_30_80_20,42.88813559322034
Pr_45_30_80_71,22.725
Pr_45_30_80_73,9.55
Pr_45_30_90_19,19.075
Pr_45_31_03_42,13.723333333333333
Pr_45_31_03_72,22.028030303030302
Pr_45_31_03_90,18.525000000000002
Pr_45_31_03_96,15.17222222222222
Pr_45_31_37,17.95
Pr_45_31_52_03,93.10000000000001
Pr_45_31_52_07,10.821428571428571
Pr_45_31_52_31,549.0
Pr_45_31_63_14,1.95
Pr_45_31_63_15,5.25
Pr_45_31_63_16,33.957142857142856
Pr_45_31_63_47,45.0
Pr_45_31_63_56,27.337500000000002
Pr_45_31_63_60,7.066666666666666
Pr_45_31_63_78,7.55
Pr_45_31_63_80,22.285
Pr_45_31_63_96,6.95
Pr_45_31_89_35,8.95
Pr_45_31_89_51,10.5
Pr_45_31_89_52,9.083333333333334
Pr_45_31_89_55,15.45
Pr_45_31_89_57,9.95
Pr_45_31_89_75,103.95
Pr_45_57_91_65,39.95
Pr_45_57_91_76,49.95
Pr_45_63,106.23571428571428
Pr_45_63_63_04,20.816666666666666
Pr_45_63_63_05,73.55
Pr_45_63_63_13,18.907142857142855
Pr_45_63_63_22,17.616666666666664
Pr_45_63_63_29,40.49090909090909
Pr_45_63_63_36,7.725
Pr_45_63_63_37,30.032608695652176
Pr_45_63_63_38,80.815625
Pr_45_63_63_56,72.2125
Pr_45_63_63_65,5.283333333333334
Pr_45_63_63_72,27.31842105263158
Pr_45_63_63_80,130.89642857142857
Pr_45_63_63_83,35.95
Pr_45_63_63_85,79.95
Pr_45_63_63_86,126.49166666666667
Pr_45_63_63_87,19.07
Pr_45_63_63_88,64.47
Pr_45_63_63_90,26.283333333333335
Pr_45_63_63_94,4.4868421052631575
Pr_45_63_63_96,100.81666666666666
Pr_45_63_63_98,32.95
Pr_45_63_64_14,57.64772727272727
Pr_45_63_64_15,6.5
Pr_45_63_64_66,1.0
Pr_45_63_64_78,42.25
Pr_45_63_64_86,2.5
Pr_45_63_64_90,9.385714285714284
Pr_45_63_64_96,84.95
Pr_50,33.95
Pr_60_45_01_30,3.95
Pr_60_45_01_44,29.45
Pr_60_45_01_96,16.320454545454545
Pr_60_45_03,94.95
Pr_60_45_03_73,3.5
Pr_60_45_03_90,122.44999999999999
Pr_60_45_05,57.714285714285715
Pr_60_45_07,24.95
Pr_60_45_07_21,80.78421052631579
Pr_60_45_07_46,61.6
Pr_60_45_07_60,42.56544642857143
Pr_60_45_22_52,64.95
Pr_60_45_29,40.61666666666667
Pr_60_45_30_23,5.5
Pr_60_45_30_52,263.66999999999996
Pr_60_45_30_83,7.75
Pr_60_45_46,35.5
Pr_60_45_58,28.5
Pr_60_45_76_22,15.549999999999999
Pr_60_45_80_21,31.83
Pr_60_45_80_75,12.95
Pr_60_45_93_42,27.95
Pr_60_45_93_75,11.45
Pr_60_45_94_25,6.5
Pr_60_45_94_80,19.45
Pr_60_45_94_81,3.9500000000000006
Pr_60_50,3.0
Pr_60_50_10_64,8.516666666666666
Pr_60_50_20,19.95
Pr_60_50_20_24,9.95
Pr_60_50_20_28,4.95
Pr_60_50_33_14,41.525
Pr_60_50_33_15,374.0
Pr_60_50_41_65,24.95
Pr_60_50_41_96,18.675
Pr_60_50_46,16.119999999999997
Pr_60_50_46_45,1.0
Pr_60_50_85_78,26.650000000000002
Pr_60_50_96_20,178.14583333333334
Pr_60_55_33,160.0
Pr_60_55_33_60,349.95
Pr_60_55_33_94,156.61666666666665
Pr_60_55_96_21,14.5
Pr_60_55_96_58,6.5
Pr_60_55_96_78,279.95
Pr_60_55_97_02,13.933333333333332
Pr_60_55_97_06,71.03461538461539
Pr_60_55_97_07,17.95
Pr_60_55_97_12,6.95
Pr_60_55_97_13,35.983333333333334
Pr_60_55_97_14,22.896666666666665
Pr_60_55_97_15,17.058333333333334
Pr_60_55_97_20,43.625
Pr_60_55_97_21,7.233333333333333
Pr_60_55_97_22,19.95
Pr_60_55_97_23,2.5
Pr_60_55_97_44,9.95
Pr_60_55_97_59,12.95
Pr_60_55_97_63,6.5
Pr_60_55_97_86,39.95
Pr_60_55_97_90,11.95
Pr_60_55_97_93,17.616666666666664
Pr_60_55_97_95,10.95
Pr_60_55_97_96,114.94999999999999
Pr_60_60,11.8375
Pr_60_60_08,15.95
Pr_60_60_08_08,45.425
Pr_60_60_08_09,35.975
Pr_60_60_08_25,26.9
Pr_60_60_08_27,254.15833333333333
Pr_60_60_08_33,299.95
Pr_60_60_08_57,79.95
Pr_60_60_10,16.650000000000002
Pr_60_60_10_03,699.0
Pr_60_60_13_02,254.475
Pr_60_60_13_03,10.95
Pr_60_60_13_04,29.95
Pr_60_60_13_22,11.9
Pr_60_60_13_28,7.95
Pr_60_60_13_51,9.95
Pr_60_60_13_59,599.0
Pr_60_60_13_96,10.475
Pr_60_60_36_72,10.95
Pr_60_60_36_74,14.5
Pr_60_60_38_85,18.95
Pr_60_60_81,172.95
Pr_60_60_81_26,29.95
Pr_60_60_81_78,34.95
Pr_60_60_81_81,295.475
Pr_60_60_83_05,59.95
Pr_60_60_83_81,259.27000000000004
Pr_60_65_37_27,109.94999999999999
Pr_60_65_37_33,294.95
Pr_60_65_94_45,22.9
Pr_60_65_94_94,7.5
Pr_60_70,36.95
Pr_60_70_06,104.075
Pr_60_70_06_05,167.11296296296297
Pr_60_70_06_07,158.86764705882354
Pr_60_70_06_12,123.75999999999999
Pr_60_70_06_23,99.0
Pr_60_70_06_71,149.63333333333333
Pr_60_70_10_53,94.95
Pr_60_70_15_08,514.0
Pr_60_70_15_31,7.2
Pr_60_70_22_19,1.6
Pr_60_70_22_28,442.0
Pr_60_70_22_46,89.95
Pr_60_70_25,2.5
Pr_60_70_25_27,142.45
Pr_60_70_32_21,139.0
Pr_60_70_32_90,22.95
Pr_60_70_36_04,21.5
Pr_60_70_36_77,649.0
Pr_60_70_36_81,3.95
Pr_60_70_38,159.95
Pr_60_70_48,139.95000000000002
Pr_60_70_48_30,21.95
Pr_60_70_48_53,365.0
Pr_60_70_48_68,25.950000000000003
Pr_60_70_48_69,1.0
Pr_60_70_48_70,86.3
Pr_60_70_50_18,239.95
Pr_60_70_50_30,139.95
Pr_60_70_50_72,30.95
Pr_60_70_50_81,214.95
Pr_60_70_50_82,84.95
Pr_60_70_50_83,118.69999999999999
Pr_60_70_65_03,7.95
Pr_60_70_65_32,99.95
Pr_60_70_65_60,299.95
Pr_60_70_65_63,299.95
Pr_60_75_03_11,17.55
Pr_60_75_03_15,2.5
Pr_60_75_03_70,37.28333333333334
Pr_60_75_03_87,3.95
Pr_60_75_06_60,26.28333333333333
Pr_60_75_08_23,19.5
Pr_60_75_08_54,21.708333333333332
Pr_60_75_08_55,26.95
Pr_60_75_08_63,29.95
Pr_60_75_08_78,5.95
Pr_60_75_86_02,82.44999999999999
Pr_60_75_86_03,36.475
Pr_60_75_86_05,15.133333333333333
Pr_60_75_86_09,329.95
Pr_60_75_86_30,5.5
Pr_60_75_86_41,29.9
Pr_60_75_86_60,37.95
Pr_65_12,8.45
Pr_65_12_47_40,7.7
Pr_65_12_70_74,17.95
Pr_65_12_71,98.0
Pr_65_50_35_06,52.712500000000006
Pr_65_50_35_09,1.0
Pr_65_50_35_26,43.17
Pr_65_50_35_38,28.450000000000003
Pr_65_50_35_72,7.2749999999999995
Pr_65_50_35_74,169.95
Pr_65_50_35_81,46.13333333333333
Pr_65_50_35_98,15.616666666666665
Pr_65_52_01_18,209.95
Pr_65_52_01_63,2.45
Pr_65_52_03,16.05
Pr_65_52_07_64,20.95
Pr_65_52_20,10.316666666666666
Pr_65_52_20_16,7.8
Pr_65_52_24,50.71666666666667
Pr_65_52_24_11,15.45
Pr_65_52_24_28,3.75
Pr_65_52_24_30,14.95
Pr_65_52_24_31,48.95
Pr_65_52_24_94,3.95
Pr_65_52_24_95,4.95
Pr_65_52_25,559.0
Pr_65_52_25_06,5.95
Pr_65_52_25_24,60.325
Pr_65_52_25_27,269.0
Pr_65_52_25_32,9.95
Pr_65_52_34_48,10.905555555555555
Pr_65_52_34_50,39.95
Pr_65_52_34_88,27.587500000000002
Pr_65_52_38_20,99.95
Pr_65_52_38_84,22.9
Pr_65_52_61,13.95
Pr_65_52_61_06,30.3
Pr_65_52_61_64,79.95
Pr_65_52_61_68,61.5875
Pr_65_52_61_86,60.475
Pr_65_52_61_91,37.45
Pr_65_52_62_09,3.95
Pr_65_52_62_11,69.0
Pr_65_52_62_27,23.97857142857143
Pr_65_52_63,6.883333333333333
Pr_65_52_63_03,8.25
Pr_65_52_63_04,91.55234375
Pr_65_52_63_22,27.82
Pr_65_53_24_86,189.95
Pr_65_53_65_04,9.95
Pr_65_53_86_16,199.0
Pr_65_53_86_17,10.774999999999999
Pr_65_53_86_24,409.475
Pr_65_53_86_33,474.0
Pr_65_53_86_68,31.95
Pr_65_53_86_94,359.0
Pr_65_53_96_50,44.95
Pr_65_54_24_02,11.133333333333333
Pr_65_54_30,149.95
Pr_65_54_30_37,79.95
Pr_65_54_30_42,6.25
Pr_65_54_33_14,22.5
Pr_65_54_33_17,11.283333333333331
Pr_65_54_33_87,3.25
Pr_65_54_93_06,4.725
Pr_65_54_93_50,21.133333333333333
Pr_65_54_94_50,9.95
Pr_65_54_94_57,2.95
Pr_65_54_94_65,8.616666666666667
Pr_65_54_94_77,11.616666666666665
Pr_65_54_95_08,6.95
Pr_65_54_95_13,10.5
Pr_65_54_95_33,19.316666666666666
Pr_65_54_95_34,31.1
Pr_65_54_95_50,5.5
Pr_65_54_95_53,7.5
Pr_65_54_95_82,4.95
Pr_65_54_95_91,41.95
Pr_65_55_62_12,27.95
Pr_65_55_76_11,16.95
Pr_65_55_84_50,6.5
Pr_65_55_86_99,999.0
Pr_65_55_96,99.95
Pr_65_55_96_24,43.95
Pr_65_55_96_72,119.95
Pr_65_55_96_96,35.5
Pr_65_57,599.0
Pr_65_57_02_37,389.95
Pr_65_57_02_66,15.35
Pr_65_57_58_59,6.38
Pr_65_57_85_12,32.95
Pr_65_57_85_65,111.94999999999999
Pr_65_57_85_75,11.557142857142859
Pr_65_57_96_04,14.95
Pr_65_57_96_08,8.65
Pr_65_57_96_09,15.5
Pr_65_57_96_16,24.5
Pr_65_57_96_35,439.95
Pr_65_57_96_52,199.95
Pr_65_57_96_72,77.95
Pr_65_65,36.75
Pr_65_65_23,317.36428571428576
Pr_65_65_23_69,5.15
Pr_65_65_24_16,8.5
Pr_65_65_24_42,60.06315789473685
Pr_65_65_24_95,9.95
Pr_65_65_25_30,12.95
Pr_65_65_25_34,19.2
Pr_65_67_16,80.75
Pr_65_67_16_02,101.95
Pr_65_67_16_04,92.19999999999999
Pr_65_67_16_22,12.95
Pr_65_67_29_15,18.216666666666665
Pr_65_67_29_64,72.35
Pr_65_67_39_22,195.51
Pr_65_67_39_28,26.975
Pr_65_67_78_12,145.5875
Pr_65_67_94,42.3
Pr_65_70,6.5
Pr_65_70_11_02,37.212500000000006
Pr_65_70_11_11,54.95
Pr_65_70_11_15,4.5
Pr_65_70_11_20,64.95
Pr_65_70_11_21,5.95
Pr_65_70_11_30,22.95
Pr_65_70_11_63,53.074137931034485
Pr_65_70_11_71,23.360000000000003
Pr_65_70_11_90,3.95
Pr_65_70_12_11,29.95
Pr_65_70_13,11.65
Pr_65_70_13_08,46.513461538461534
Pr_65_70_13_50,13.225
Pr_65_70_13_72,34.10978723404256
Pr_65_70_15_15,164.0
Pr_65_70_15_18,301.31666666666666
Pr_65_70_15_58,8.5
Pr_65_70_15_60,1.95
Pr_65_70_16_28,5.95
Pr_65_70_42_82,459.0
Pr_65_70_42_86,256.825
Pr_65_70_46_04,189.95
Pr_65_70_46_14,54.95
Pr_65_70_46_25,98.95
Pr_65_70_46_27,12.725
Pr_65_70_46_30,99.95
Pr_65_70_48_89,15.5
Pr_65_70_50_15,14.949999999999998
Pr_65_70_50_22,7.95
Pr_65_70_50_28,16.95
Pr_65_70_50_64,189.95
Pr_65_70_50_66,186.975
Pr_65_70_50_72,111.08125
Pr_65_70_50_88,92.94999999999999
Pr_65_70_70_87,12.95
Pr_65_70_70_89,39.95
Pr_65_70_80_01,95.48636363636363
Pr_65_70_80_16,104.95
Pr_65_70_80_52,395.0
Pr_65_70_80_75,21.45
Pr_65_72_27,199.63333333333333
Pr_65_72_27_32,7.678571428571429
Pr_65_72_27_50,159.95
Pr_65_72_43,249.95
Pr_65_72_43_01,235.95
Pr_65_72_43_39,159.95
Pr_65_72_43_42,29.15
Pr_65_72_43_71,9.5
Pr_65_72_43_90,899.0
Pr_65_72_59_02,107.28
Pr_65_72_59_06,88.5
Pr_65_72_59_09,11.95
Pr_65_72_59_17,13.95
Pr_65_72_59_71,7.0
Pr_65_72_59_90,172.33333333333334
Pr_65_72_60_81,24.9
Pr_65_72_60_85,64.82499999999999
Pr_65_72_97_18,7.949999999999999
Pr_65_72_97_19,10.45
Pr_65_72_97_20,199.0
Pr_65_72_97_26,28.95
Pr_65_72_97_32,27.95
Pr_65_72_97_52,215.0
Pr_65_72_97_72,12.95
Pr_65_72_97_75,20.45
Pr_65_72_97_81,39.0
Pr_65_72_97_86,119.5
Pr_65_80_06,29.316666666666666
Pr_65_80_15,6.95
Pr_65_80_15_48,54.95
Pr_65_80_15_59,7.95
Pr_65_80_28_07,149.95
Pr_65_80_42,233.7
Pr_65_80_42_11,36.95
Pr_65_80_42_77,14.66
Pr_65_80_47_12,142.2
Pr_65_80_47_94,234.0
Pr_65_80_49_15,5.95
Pr_65_80_89_85,173.70714285714286
Pr_70_50_80,8.316666666666666
Pr_70_50_80_37,62.207317073170735
Pr_70_50_80_94,18.150000000000002
Pr_70_50_85,15.86
Pr_70_50_85_37,54.95
Pr_70_50_85_66,2.0
Pr_70_55_33_11,6.95
Pr_70_55_42,97.35
Pr_70_55_42_22,1.0
Pr_70_55_42_70,29.125
Pr_70_55_42_80,7.95
Pr_70_55_51_30,89.95
Pr_70_55_51_52,54.95
Pr_70_55_51_53,29.9
Pr_70_55_51_55,24.85
Pr_70_55_51_74,33.45
Pr_70_55_58_48,173.96818181818182
Pr_70_55_58_72,36.95
Pr_70_55_58_80,21.95
Pr_70_55_62,3.95
Pr_70_55_62_31,107.90625
Pr_70_55_76_72,12.95
Pr_70_55_96_83,56.95
Pr_70_55_97_84,44.95
Pr_70_55_98_30,14.95
Pr_70_55_98_46,23.315
Pr_70_55_98_60,13.55
Pr_70_55_98_66,579.0
Pr_70_60,9.5
Pr_70_60_14,4.3
Pr_70_60_14_14,10.0
Pr_70_60_14_55,229.0
Pr_70_60_14_60,15.95
Pr_70_60_36,204.95
Pr_70_60_36_29,619.0
Pr_70_60_36_33,353.475
Pr_70_60_36_35,516.5
Pr_70_60_36_42,699.0
Pr_70_60_36_52,18.95
Pr_70_60_36_60,11.45
Pr_70_60_36_71,13.357142857142858
Pr_70_60_36_93,20.28333333333333
Pr_70_60_36_97,56.475
Pr_70_60_82,18.6125
Pr_70_60_82_29,115.42941176470588
Pr_70_60_82_30,19.445
Pr_70_60_82_32,1.3333333333333333
Pr_70_65_03_01,15.26
Pr_70_65_03_02,25.5
Pr_70_65_03_25,649.0
Pr_70_65_03_27,14.5
Pr_70_65_03_43,79.95
Pr_70_65_03_72,12.95
Pr_70_65_04_22,44.949999999999996
Pr_70_65_04_37,6.95
Pr_70_65_04_79,3.25
Pr_70_70_46_15,9.357692307692307
Pr_70_70_46_24,169.95
Pr_70_70_46_30,16.95
Pr_70_70_46_37,39.95
Pr_70_70_46_42,6.95
Pr_70_70_46_44,15.1
Pr_70_70_46_52,16.294444444444444
Pr_70_70_46_78,50.352500000000006
Pr_70_70_46_80,39.49545454545454
Pr_70_70_46_89,3.55
Pr_70_70_46_90,315.57
Pr_70_70_47_45,29.95
Pr_70_70_47_49,23.208333333333332
Pr_70_70_48_01,43.95
Pr_70_70_48_13,238.89999999999998
Pr_70_70_48_28,14.25
Pr_70_70_48_33,31.95
Pr_70_70_48_38,118.66944444444444
Pr_70_70_48_45,41.7
Pr_70_70_48_62,13.146666666666667
Pr_70_70_48_85,50.95
Pr_70_70_48_86,114.11666666666666
Pr_70_75_01,45.95
Pr_70_75_01_03,19.95
Pr_70_75_01_37,22.95
Pr_70_75_01_38,49.95
Pr_70_75_04_03,9.25
Pr_70_75_04_25,13.133333333333333
Pr_70_75_04_70,49.45
Pr_70_75_04_71,27.95
Pr_70_75_04_85,7.95
Pr_70_75_06_37,144.95
Pr_70_75_06_50,9.5
Pr_70_75_06_51,33.13333333333333
Pr_70_75_06_80,8.6
Pr_70_75_15,26.725
Pr_70_75_15_14,6.475
Pr_70_75_15_15,36.95
Pr_70_75_15_16,8.466666666666667
Pr_70_75_15_17,29.85
Pr_70_75_15_21,5.5
Pr_70_75_15_35,57.15
Pr_70_75_15_46,6.125
Pr_70_75_15_63,29.950000000000003
Pr_70_75_36,10.075
Pr_70_75_52,179.0
Pr_70_75_52_01,254.95
Pr_70_75_52_72,299.95
Pr_70_75_52_92,47.45
Pr_70_75_52_93,94.95
Pr_70_75_69_36,129.95
Pr_70_75_70_07,52.553703703703704
Pr_70_75_70_14,26.5
Pr_70_75_70_48,37.15
Pr_70_75_70_50,224.95
Pr_70_75_70_92,32.95
Pr_70_75_72_01,24.95
Pr_70_75_72_80,16.616666666666667
Pr_70_75_88,261.3
Pr_70_75_88_01,53.78333333333334
Pr_70_75_88_22,149.95
Pr_70_75_94_28,5.525
Pr_70_75_94_46,29.950000000000003
Pr_70_75_94_94,14.95
Pr_75_30_23_27,159.95
Pr_75_30_23_33,8.0
Pr_75_30_30_08,19.9
Pr_75_30_30_44,49.95
Pr_75_30_30_55,16.95
Pr_75_30_30_82,1.0
Pr_75_50_20,7.95
Pr_75_50_20_12,10.025
Pr_75_50_20_22,65.95
Pr_75_50_20_70,159.95
Pr_75_50_50_31,299.95
Pr_75_50_51_94,17.95
Pr_75_50_52,543.4916666666667
Pr_75_50_52_12,34.65888888888889
Pr_75_50_52_94,16.475
Pr_75_50_52_98,21.0875
Pr_75_50_76_03,44.71666666666667
Pr_75_50_76_04,39.95
